"label","feature_text"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹53,584 to ZOMATO could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply"
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 0845."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Biryani is calling! Order now for 20% off up to Rs.299."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Hum High Commission link se backlog clear karwa denge, aaj payment kar do."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 36,957.00 has been credited to ICICI Bank Acct XX5644."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 70 girls are online near you. Tap to start video call."
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy iPhone 14 under ₹999. Grab yours before sizes run out!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per.."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹19,283 to JIO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your IDFC FIRST credit card bill of ₹93,161 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | The monthly amount is not that terrible and you will not pay anything till 6months after finishing school."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹55,315 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Crypto Alpha': Khana kha liya?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hey so whats the plan this sat?"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹50,901 to Suresh successful."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Last two seats left in caregiver intake. Confirm now with deposit or your chance is gone."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your Kotak credit card bill of ₹16,513 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 34.00 was credited to your account ****0535. Your available account balance is AED 1039.29"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name &lt;#&gt; janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % true.. Don't neglet."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1000.00 was credited to your account ****0535. Your available account balance is AED 18097.60"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Oh, then your phone phoned me but it disconnected"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for JIO of ₹41,141 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | This weekend is fine (an excuse not to do too much decorating)"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I have a sore throat. It's scratches when I talk"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹1499. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹41,435 from Vikram. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Okay but i thought you were the expert"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹62,839 from Neha. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz"
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Smartwatch under ₹999. Grab yours before sizes run out!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for OLA of ₹67,556 was successful."
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 60% off on 12-hour packages."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 960450. Valid for 5 mins."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SPOTIFY of ₹50,191 was successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ugh I don't wanna get out of bed. It's so warm."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 0290."
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Lipstick under ₹999. Grab yours before sizes run out!"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Kavya is on the way. Arriving in 5 mins."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Butter Chicken is calling! Order now for 60% off up to Rs.1499."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Well i will watch shrek in 3D!!B)"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Pooja replied to your story: Wow!"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Rohit is picking up your order."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 372.00 has been credited to ICICI Bank Acct XX2701."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹53,144 from Arjun. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹1000 Lakh in 5 minutes. No CIBIL required."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 250.00 debited from your a/c ****0535 at ABU DHABI NATIONAL OIL ABU DHABI AE. Avl Bal is AED 2007.50"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Rohit is on the way. Arriving in 10 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL"
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code MIDNIGHT."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹65,599 to Vikram successful."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 7368."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 79,611.00 has been credited to ICICI Bank Acct XX6341."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Samsung S23 at just ₹199. Sale ends tonight!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 003795. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 50.00 was credited to your account ****0535. Your available account balance is AED 7.68"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 39,072.00 has been credited to ICICI Bank Acct XX2374."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ice Cream is calling! Order now for 30% off up to Rs.49999."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹89,629 to SPOTIFY could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I wake up long ago already... Dunno, what other thing?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Wat time Ì_ finish?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only"
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Chole Bhature is out for delivery. Track it live on the map."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Swati: Are we still on for tonight?"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Sneakers at just ₹1499. Sale ends tonight!"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Vikram replied to your story: ❤️❤️"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Chole Bhature is calling! Order now for 30% off up to Rs.1499."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Would you like to see my XXX pics they are so hot they were nearly banned in the uk!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for AIRTEL of ₹82,486 was successful."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Rohit, is arriving in 4 mins in a white Innova (KA01AB5132)."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Headphones at just ₹120. Sale ends tonight!"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Priya is on the way. Arriving in 4 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Dev Team': Send the UPI number."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 77,940.00 has been credited to ICICI Bank Acct XX0403."
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 50% off on night orders. 🌙"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 60% off your next 3 rides. Use code SALE20."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Tick, tick, tick ... Babe"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Rahul as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Rohit is on the way. Arriving in 7 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 98% full! Clear junk files to free up space."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for BESCOM of ₹15,808 was successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Nobody can decide where to eat and dad wants Chinese"
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your SBI credit card bill of ₹62,661 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 3000.00 was credited to your account *535. Your available account balance is AED 3000.00"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 22000.00 was debited from your account *535. Your available account balance is AED 1848.61"
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹10 welcome bonus is expiring today. Play Ludo now!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 70% off your next 3 rides. Use code FREEDEL."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 3000.00 was credited to your account ****0535. Your available account balance is AED 3229.01"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 001138. Valid for 5 mins."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Aisha mentioned you in #announcements: Can we jump on a quick sync?"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹50 Lakh in 5 minutes. No CIBIL required."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I dont know oh. Hopefully this month."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your IndusInd credit card bill of ₹17,629 is due tomorrow. Pay now to avoid fees."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹21,999 paid successfully to AMAZON. Ref No: 2878042035."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | He will, you guys close?"
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your Yes Bank credit card bill of ₹19,143 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the &lt;#&gt; day return period ended."
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Samosa is out for delivery. Track it live on the map."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 55 new notifications and 10 friend requests waiting."
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Ramen is out for delivery. Track it live on the map."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg."
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 80% off on night orders. 🌙"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Crypto Alpha': I have sent the document."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Sneha, is arriving in 5 mins in a white Swift Dzire (KA01AB3108)."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 450.00 was credited to your account *535. Your available account balance is AED 1465.60"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 20% off your next 3 rides. Use code MIDNIGHT."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Probably, want to pick up more?"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Neha: Lol, no way 😂😂"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Divya replied to your story: Haha so true"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Butter Chicken is calling! Order now for 60% off up to Rs.49999."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | HDFC Bank: Your Acct XX0121 credited with INR 22,144.00 via UPI."
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Karan is picking up your order."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 100.00 was debited from your account *535. Your available account balance is AED 58.98"
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code CRAVINGS."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹120. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 22,605.00 has been credited to ICICI Bank Acct XX4390."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Sneakers at just ₹49999. Sale ends tonight!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yes I know the cheesy songs from frosty the snowman :)"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1000.00 was credited to your account *535. Your available account balance is AED 1000.29"
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Arjun, is arriving in 14 mins in a white Innova (KA01AB4982)."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | \BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\''"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹82,046 from Anjali. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Laptop at just ₹299. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹93,192 from Swati. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 4 oclock at mine. Just to bash out a flat plan."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ah, well that confuses things, doesnÛ÷t it?"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹66,908 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹67,189 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Siddharth replied to your story: Miss you!"
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Neha mentioned you in #dev-ops: The production server is experiencing high latency."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Vikram, is arriving in 11 mins in a white Innova (KA01AB4833)."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I wanna watch that movie"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹51,486 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹48,830 to Ramesh successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 45,266.00 has been credited to ICICI Bank Acct XX0553."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | accordingly. I repeat, just text the word ok on your mobile phone and send"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 14 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 100.00 was debited from your account ****0535. Your available account balance is AED 1561.11"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | He remains a bro amongst bros"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 7730."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yupz... I've oredi booked slots 4 my weekends liao..."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yun buying... But school got offer 2000 plus only..."
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Vada Pav is out for delivery. Track it live on the map."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 2,699.00 has been credited to ICICI Bank Acct XX4412."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | \For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\''"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Your daily text from me ÛÒ a favour this time"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 16 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 973094. Valid for 5 mins."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Momos is calling! Order now for 80% off up to Rs.120."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹80,769 from Karan. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹89,626 paid successfully to OLA. Ref No: 0740678065."
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 70% off your next 3 rides. Use code SALE20."
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹49999."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Refusal ko approval me convert karwana hai to hamare legal contact ko amount bhej do."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I think your mentor is , but not 100 percent sure."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 98 new notifications and 10 friend requests waiting."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 62 girls are online near you. Tap to start video call."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 249220. Valid for 5 mins."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹48,043 paid successfully to JIO. Ref No: 0802449226."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 94 new notifications and 3 friend requests waiting."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 89,510.00 has been credited to ICICI Bank Acct XX4153."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 20% off your next 3 rides. Use code COMEBACK."
